age,income_usd,wealth_usd,risk_score,horizon_years,debt_to_income,market_vol,invest_risky
57,160942,221376,-0.36,20,0.233,0.18,1
33,128013,167214,-0.837,10,0.294,0.213,1
30,55663,886734,0.787,14,0.48,0.144,1
25,181942,20516,-0.423,18,0.021,0.293,1
44,166413,228844,-0.819,20,0.251,0.127,1
58,121462,150869,0.537,29,0.099,0.29,1
50,99682,312542,-0.897,17,0.103,0.283,1
65,100772,285846,-0.329,6,0.375,0.133,1
38,86526,129301,0.107,22,0.22,0.242,1
34,123990,175216,-0.642,2,0.059,0.207,1
44,91412,76782,-0.492,26,0.097,0.155,1
31,58883,260590,1.535,9,0.263,0.172,1
69,53277,27651,-0.204,22,0.064,0.196,1
30,61793,301804,-0.36,5,0.44,0.202,1
44,100572,146904,-0.175,13,0.696,0.27,1
47,88795,96764,0.454,21,0.119,0.214,1
23,100231,121675,-1.034,19,0.136,0.134,0
44,115609,129977,0.427,1,0.232,0.225,0
43,65769,482128,0.256,2,0.096,0.075,1
33,187287,2753917,-1.789,30,0.097,0.157,1
27,78724,449672,1.794,16,0.077,0.163,1
23,72464,90183,1.461,26,0.114,0.219,1
21,114549,264394,-0.801,3,0.453,0.286,0
45,35929,274962,-1.122,15,0.32,0.193,1
25,60615,65235,0.228,18,0.448,0.158,1
68,146987,48227,-1.426,28,0.25,0.138,1
33,37754,141696,1.364,22,0.254,0.23,1
53,157370,310310,-0.468,19,0.214,0.168,1
54,191594,35163,1.622,9,0.246,0.15,0
45,74820,78400,-0.824,30,0.257,0.237,1
65,104138,251143,-0.112,10,0.446,0.25,1
26,157489,155740,1.267,9,0.171,0.122,1
32,71266,536615,-0.323,22,0.226,0.09,1
33,138892,42115,0.272,30,0.226,0.174,1
27,64343,1245863,1.093,26,0.415,0.112,1
35,70881,37579,-0.556,6,0.498,0.103,1
36,60349,24153,-1.262,25,0.273,0.118,1
59,106819,142254,-1.459,11,0.497,0.243,1
36,160580,54034,0.583,7,0.34,0.219,1
64,82085,144858,0.389,29,0.119,0.327,1
59,47664,140370,1.062,29,0.218,0.141,1
66,52376,125768,-0.274,12,0.382,0.26,1
26,109630,70278,-1.431,1,0.097,0.21,1
70,226301,221412,-2.353,7,0.316,0.147,1
51,109582,112734,2.5,17,0.264,0.171,1
70,74170,405019,0.527,2,0.462,0.146,1
38,132013,127523,0.137,7,0.088,0.196,1
68,79843,62957,0.279,5,0.126,0.239,1
50,74490,32842,-1.431,29,0.304,0.158,1
24,55733,128475,-0.795,11,0.471,0.231,1
41,182005,47863,1.743,12,0.339,0.256,1
27,25285,44508,0.658,13,0.473,0.27,1
68,134121,241133,-0.764,1,0.469,0.11,1
36,71374,30287,-1.227,17,0.662,0.177,1
32,73306,534648,-0.516,28,0.132,0.223,1
48,209761,173188,-0.315,25,0.398,0.115,1
42,62975,144196,2.049,8,0.37,0.101,1
25,64057,59107,-0.188,1,0.244,0.178,1
61,84319,298440,-1.19,24,0.127,0.155,1
63,110690,149608,-0.059,26,0.583,0.17,1
58,72160,80895,0.264,28,0.103,0.152,0
51,40972,179554,-1.281,18,0.367,0.31,1
41,58379,32987,0.402,15,0.107,0.152,1
48,170797,34427,1.209,23,0.128,0.215,1
47,93429,54733,0.139,21,0.253,0.211,1
29,112770,205451,-0.797,23,0.468,0.079,1
25,78972,149561,-0.529,9,0.445,0.268,0
33,64719,385568,-1.659,28,0.037,0.218,1
43,208220,65539,-0.134,2,0.502,0.189,0
29,81918,251599,0.311,3,0.428,0.243,1
26,72105,135389,-0.897,20,0.191,0.177,1
63,155692,64193,1.94,18,0.247,0.233,1
39,62717,212175,0.792,17,0.168,0.067,1
50,66850,141348,-1.793,28,0.456,0.229,1
47,90462,85151,-1.772,27,0.149,0.191,1
57,90012,155778,-0.984,22,0.311,0.192,1
57,102475,133494,1.573,5,0.392,0.129,1
35,256120,130623,0.891,3,0.452,0.167,1
63,106478,103472,1.624,5,0.32,0.165,1
39,27407,46348,0.01,19,0.714,0.112,1
62,105949,160441,-0.209,22,0.354,0.201,1
41,91721,72835,-1.248,24,0.242,0.274,0
26,91977,59880,0.35,4,0.186,0.095,1
59,101777,120784,-0.196,9,0.232,0.209,0
22,88719,290400,-0.235,11,0.455,0.155,1
59,87663,177272,1.618,19,0.107,0.148,1
23,122282,93001,-0.126,2,0.179,0.184,1
31,68633,89696,1.331,26,0.432,0.185,0
51,56034,265833,-1.588,3,0.193,0.191,1
68,408177,17350,2.5,16,0.244,0.112,1
41,62921,307435,-0.373,28,0.161,0.245,1
27,94621,27772,0.707,6,0.257,0.185,1
32,42605,41962,0.866,21,0.582,0.216,1
65,95397,94424,-0.497,17,0.543,0.253,1
57,56441,1057589,0.819,25,0.097,0.065,1
26,72137,678791,0.871,18,0.375,0.218,1
40,151766,283291,-0.713,26,0.369,0.17,1
34,113956,206753,-0.701,13,0.069,0.241,1
29,119583,28067,0.045,5,0.094,0.132,1
63,37122,172728,-0.115,21,0.432,0.236,1
51,225486,91500,1.393,30,0.048,0.117,1
29,49594,71926,0.703,13,0.184,0.204,1
53,193270,172424,-0.07,25,0.289,0.197,1
41,149992,98164,0.606,27,0.039,0.171,1
24,120118,327997,-2.047,20,0.222,0.118,1
43,58693,26266,-0.615,24,0.257,0.158,1
30,97087,160476,0.288,17,0.295,0.235,1
33,71119,67996,1.115,25,0.161,0.269,1
64,91316,103748,0.2,11,0.152,0.297,1
56,79430,197315,1.458,16,0.382,0.212,1
27,32476,54875,0.868,3,0.364,0.195,1
63,157701,173894,-0.488,6,0.216,0.207,1
49,86423,123907,-0.14,18,0.045,0.296,1
64,70627,82773,0.408,22,0.124,0.211,1
58,68009,98211,-0.449,1,0.422,0.185,1
37,107667,130522,1.531,3,0.26,0.163,1
47,57566,75157,-1.109,1,0.151,0.17,1
47,29143,150961,0.316,16,0.42,0.203,1
56,110319,116778,0.735,11,0.335,0.135,1
33,116671,86529,-0.313,2,0.252,0.142,1
37,81450,627343,-0.539,24,0.065,0.176,1
33,50697,217969,-0.076,16,0.25,0.153,1
35,94092,106292,0.812,1,0.153,0.216,1
29,43274,171042,-0.5,21,0.4,0.22,1
22,53850,59531,-1.069,28,0.28,0.196,0
68,61834,101245,1.151,13,0.381,0.209,1
24,137247,112456,0.399,29,0.825,0.187,1
65,75076,48839,1.008,13,0.255,0.05,1
21,71943,212566,0.759,3,0.145,0.127,1
59,239166,95162,2.18,4,0.199,0.222,1
37,107344,108931,1.115,3,0.598,0.13,1
46,106624,89908,-0.724,10,0.241,0.231,1
35,74811,2151277,0.47,12,0.209,0.235,1
45,66795,82622,-0.557,14,0.323,0.164,1
43,30163,23309,-0.454,15,0.112,0.145,1
47,146084,35541,-1.413,26,0.152,0.181,1
40,112614,297082,-0.286,1,0.198,0.177,1
47,82288,499418,0.545,27,0.376,0.218,1
62,84032,81208,-0.066,8,0.269,0.05,1
42,130045,474229,-1.099,29,0.128,0.136,1
39,41366,292383,-1.523,5,0.824,0.119,1
27,67012,126482,2.112,4,0.317,0.05,1
38,50991,118657,0.325,4,0.264,0.15,1
27,218233,176517,-0.824,9,0.489,0.09,1
30,139440,330414,0.462,29,0.194,0.157,1
68,29918,214477,2.189,14,0.291,0.151,1
25,42221,81574,0.62,5,0.109,0.207,1
45,84237,128233,-2.5,20,0.212,0.165,1
62,71065,892273,2.5,16,0.189,0.079,1
68,46415,188054,-1.849,22,0.351,0.201,1
28,237981,328005,-0.206,23,0.375,0.325,1
29,105223,243845,-1.133,24,0.36,0.245,1
39,114116,191839,-0.74,5,0.145,0.221,1
48,63676,165416,0.284,15,0.103,0.168,1
68,129146,336395,-2.071,19,0.25,0.151,1
31,74410,286407,-0.09,17,0.124,0.146,1
29,78112,190212,1.147,30,0.09,0.194,1
33,122157,80339,-0.843,29,0.272,0.112,1
64,39858,212223,-1.39,25,0.37,0.193,1
22,200001,141221,-0.139,8,0.335,0.14,1
40,98593,113659,-0.338,16,0.359,0.077,1
26,170764,1671595,-0.595,25,0.546,0.139,1
28,52568,37543,-1.188,9,0.146,0.255,1
66,56726,355419,0.519,22,0.547,0.188,1
21,50343,69009,0.595,8,0.056,0.05,1
37,101999,168799,-1.066,5,0.478,0.14,1
66,93019,1513778,-0.927,8,0.647,0.234,1
51,71350,63086,0.136,28,0.286,0.162,1
24,54205,78191,-0.965,30,0.16,0.211,1
44,47775,147654,0.179,26,0.183,0.156,1
69,87844,69975,1.468,9,0.331,0.191,1
41,71309,332382,-0.06,24,0.457,0.182,1
47,63880,92718,-1.214,7,0.276,0.141,0
47,195069,270222,0.392,4,0.446,0.214,0
54,86371,45348,-0.178,8,0.436,0.272,1
30,169836,29503,-0.15,5,0.097,0.203,1
62,68936,122064,0.475,20,0.171,0.186,1
70,101717,36561,0.691,21,0.094,0.129,1
28,87538,588206,0.036,2,0.711,0.236,1
61,38513,37857,-0.061,4,0.598,0.149,1
61,183824,58952,2.064,15,0.163,0.214,1
58,84119,217651,1.201,4,0.522,0.226,1
39,130715,88492,0.834,25,0.422,0.239,1
44,61793,38248,0.131,13,0.055,0.24,1
62,82879,940680,-1.006,13,0.437,0.238,1
28,58346,60896,1.127,1,0.101,0.105,1
62,166969,125713,0.144,22,0.252,0.128,1
67,105163,124258,-0.577,22,0.134,0.098,1
55,108130,284267,-0.243,23,0.134,0.094,1
38,177488,227410,-0.966,17,0.273,0.272,1
48,160450,71273,1.057,9,0.27,0.121,1
23,131958,111876,0.683,3,0.311,0.112,1
67,44210,122291,0.182,10,0.497,0.177,0
38,63559,294329,-0.043,17,0.227,0.135,1
23,54482,52413,-0.681,4,0.413,0.316,1
60,129486,922359,-2.13,2,0.055,0.164,1
53,98016,75745,-1.413,7,0.462,0.207,0
52,44905,148823,-0.743,3,0.61,0.133,1
23,81895,52807,-0.893,1,0.481,0.08,1
58,42638,46632,0.289,15,0.649,0.136,1
52,87639,68282,0.811,23,0.343,0.137,1
60,39335,62625,-0.128,15,0.17,0.137,1
62,117240,103317,1.409,3,0.477,0.084,1
31,108722,62151,-0.783,11,0.044,0.188,1
31,233641,280516,-0.136,2,0.17,0.16,1
67,137517,74140,-0.051,19,0.096,0.087,1
47,72846,67101,1.092,7,0.14,0.186,1
42,135483,105316,0.106,12,0.391,0.226,1
35,44745,366570,0.134,28,0.19,0.252,1
52,55622,182003,-1.655,18,0.237,0.05,1
58,106312,137128,-0.9,23,0.244,0.136,1
21,30590,41301,1.096,11,0.095,0.098,1
48,88343,53635,-2.075,28,0.352,0.141,1
70,54037,47469,1.343,22,0.215,0.263,1
35,94676,486288,0.5,16,0.458,0.136,1
35,52507,241808,-0.748,18,0.293,0.151,1
64,111267,69074,-0.832,19,0.244,0.13,1
24,90874,90261,1.896,5,0.243,0.278,1
40,181271,71370,1.411,8,0.497,0.05,1
43,90304,67583,-0.119,21,0.468,0.147,1
60,61282,226990,0.135,14,0.466,0.128,1
27,79548,115799,-0.646,24,0.112,0.077,1
42,45956,976218,0.135,16,0.537,0.246,1
28,110264,462182,-0.674,2,0.048,0.072,1
60,120872,487440,-0.079,20,0.226,0.152,1
52,309330,274474,1.81,19,0.183,0.175,1
45,65950,102539,-0.096,11,0.127,0.135,1
40,78721,256890,-1.048,24,0.352,0.076,1
28,67487,109583,-1.366,11,0.159,0.17,1
67,100070,650593,0.127,4,0.311,0.134,1
53,108924,215829,-0.761,4,0.255,0.229,1
36,87630,189950,0.247,28,0.213,0.211,1
41,154930,168174,-1.62,12,0.282,0.297,1
57,66110,718291,0.69,13,0.343,0.187,1
56,147363,41275,-1.06,10,0.483,0.215,1
44,117808,784537,0.046,23,0.058,0.158,0
36,89460,126862,-0.338,19,0.047,0.283,1
53,76887,42313,1.718,27,0.132,0.181,1
53,302822,76222,0.171,27,0.226,0.174,1
50,59818,33951,1.945,30,0.178,0.212,1
24,104457,270136,0.561,10,0.227,0.141,1
44,61849,58919,1.425,18,0.574,0.15,1
51,219778,174589,-0.209,11,0.024,0.212,1
68,140221,416310,0.346,22,0.129,0.224,1
47,64112,81926,1.219,23,0.258,0.216,1
38,116292,117842,0.905,8,0.045,0.175,1
48,102377,46414,0.531,26,0.562,0.196,0
29,69512,105754,-0.328,9,0.823,0.238,0
25,131485,1521203,-0.159,30,0.076,0.114,1
54,109340,302105,1.138,26,0.13,0.18,1
70,100249,118200,1.346,1,0.28,0.05,1
63,88133,86498,-0.593,12,0.401,0.224,1
50,111646,144354,-0.744,12,0.216,0.133,1
23,100938,168626,-0.904,25,0.536,0.135,1
70,92699,102871,0.83,22,0.553,0.173,1
43,65320,241698,-0.929,2,0.35,0.217,1
35,209913,63595,0.818,26,0.341,0.324,1
65,53229,63313,0.546,7,0.131,0.087,1
58,111456,209309,-0.545,12,0.174,0.129,0
58,76684,52397,1.564,6,0.214,0.194,1
34,216932,289094,-1.462,5,0.147,0.136,1
70,57287,148084,1.66,16,0.396,0.23,1
43,62313,28948,0.319,3,0.184,0.17,1
47,55418,165535,-2.073,3,0.087,0.233,0
58,105799,32917,1.592,24,0.153,0.165,1
53,45299,279964,0.972,11,0.294,0.213,1
29,70849,119916,-0.428,20,0.626,0.123,1
36,30680,793625,-0.965,30,0.512,0.296,1
39,101496,393396,-1.569,2,0.483,0.078,1
68,70085,57744,2.415,24,0.183,0.138,1
56,42768,24336,-0.923,4,0.201,0.095,1
39,154874,76024,-1.264,23,0.13,0.228,0
57,46804,49974,0.268,10,0.38,0.212,1
57,134059,775726,-1.638,5,0.085,0.107,1
40,63389,148614,-0.982,7,0.224,0.24,0
41,200456,347482,0.995,11,0.1,0.138,1
65,130920,116060,0.464,22,0.327,0.203,1
49,54369,127604,-0.386,21,0.471,0.217,1
28,56898,145659,0.018,22,0.183,0.165,1
56,121823,406068,-0.442,1,0.056,0.235,1
50,78935,198561,-0.062,30,0.467,0.171,1
46,82693,57918,-0.762,14,0.218,0.2,1
57,170022,646064,-0.58,4,0.251,0.164,1
66,61897,115250,-0.611,28,0.219,0.068,1
37,94203,99551,-0.726,24,0.381,0.173,0
41,145057,11753,1.044,3,0.156,0.128,1
30,134878,265495,0.77,14,0.09,0.264,1
53,83097,164276,-0.932,28,0.463,0.098,1
41,77895,164115,-1.194,21,0.08,0.254,1
38,37728,104386,-0.157,6,0.163,0.169,1
55,53074,89384,2.155,22,0.262,0.204,1
41,105529,107556,-1.028,6,0.244,0.097,1
44,84004,227575,-0.161,11,0.564,0.161,1
43,93436,266624,0.089,6,0.307,0.14,1
33,151326,121840,-0.109,21,0.545,0.306,1
27,49707,352369,-0.458,28,0.481,0.139,1
62,79975,139709,1.155,2,0.396,0.249,1
25,98906,95281,0.454,19,0.324,0.25,1
37,63290,179327,0.846,8,0.103,0.248,1
54,184113,44132,0.589,23,0.03,0.144,1
27,141755,184949,0.894,5,0.406,0.288,1
53,104050,37437,1.584,11,0.108,0.301,1
57,220727,59482,1.331,7,0.416,0.202,1
54,42536,24381,2.325,27,0.366,0.152,1
36,89653,128128,1.217,3,0.091,0.128,1
21,108092,638617,-0.669,18,0.49,0.208,1
65,56970,134999,0.847,4,0.153,0.184,1
37,104602,267699,0.71,18,0.033,0.191,1
61,51755,1246030,1.92,24,0.233,0.099,1
30,127115,215786,-0.967,23,0.152,0.182,1
29,152738,75335,0.558,2,0.394,0.249,1
59,103129,85270,-0.681,24,0.286,0.229,1
67,35638,150089,0.513,9,0.02,0.155,1
64,55502,84862,-0.215,21,0.128,0.173,1
58,119362,90773,0.479,29,0.643,0.092,1
33,90959,364076,-1.41,4,0.169,0.14,1
66,23402,377729,0.793,11,0.249,0.16,1
54,167540,34071,0.206,27,0.059,0.218,1
29,96365,71829,0.152,5,0.041,0.138,1
27,59756,98793,1.95,8,0.29,0.118,1
64,148011,257190,-0.382,17,0.148,0.225,1
34,64138,419643,0.342,30,0.186,0.155,1
59,63789,1706853,0.1,9,0.244,0.13,1
27,107661,98645,0.198,12,0.141,0.229,1
35,219275,103180,2.222,24,0.28,0.208,1
35,202675,254767,0.064,4,0.609,0.168,1
35,107734,81178,-0.567,10,0.306,0.159,1
54,113409,132128,1.871,10,0.153,0.203,1
66,133695,103245,-0.308,13,0.048,0.212,1
66,48006,14170,-1.605,18,0.438,0.193,1
58,124199,167594,-0.741,7,0.022,0.187,1
31,62351,127295,-1.247,12,0.078,0.144,1
69,105536,470946,-1.8,28,0.363,0.147,1
48,80325,150743,-0.363,25,0.461,0.17,1
48,115632,48490,-0.07,29,0.229,0.122,1
56,95475,118908,1.181,21,0.384,0.115,1
59,19362,22843,0.629,18,0.131,0.175,1
68,98421,50441,0.584,7,0.057,0.239,1
50,124075,265759,-0.893,5,0.264,0.056,1
51,112480,120064,0.885,17,0.539,0.157,1
58,85500,344086,1.391,13,0.263,0.196,1
33,204566,25545,0.395,24,0.385,0.244,1
36,105161,120593,0.423,1,0.691,0.288,1
52,112017,97776,-1.265,27,0.122,0.165,1
24,151723,354568,1.054,6,0.103,0.298,1
37,107889,274821,1.781,12,0.259,0.207,1
56,57443,267378,0.323,11,0.222,0.229,1
69,26593,600585,-0.594,28,0.278,0.116,1
46,70898,107701,-0.162,22,0.133,0.207,1
40,131668,498801,-0.42,2,0.024,0.234,1
43,75434,58607,-0.36,26,0.154,0.139,1
55,134343,56704,0.648,21,0.18,0.05,1
48,96948,295334,0.279,3,0.514,0.189,1
22,171373,38720,1.004,24,0.221,0.167,1
47,77649,251169,0.371,2,0.658,0.261,0
41,113706,164320,-0.864,13,0.483,0.148,1
56,115903,393587,-0.501,5,0.325,0.138,1
64,190683,142186,-0.563,1,0.364,0.11,1
69,38340,157761,-0.186,17,0.631,0.142,1
51,71565,237217,1.795,21,0.115,0.34,1
39,137561,82620,1.955,15,0.36,0.085,0
43,194953,79444,0.837,11,0.449,0.1,1
29,101478,229895,0.119,16,0.289,0.177,1
67,77747,146098,-1.362,5,0.209,0.298,1
63,131416,103965,0.22,2,0.427,0.224,1
63,138957,139230,-0.79,5,0.347,0.273,1
37,75187,630012,1.631,2,0.417,0.157,0
37,106162,100677,-1.606,24,0.313,0.097,1
63,162402,98083,0.384,19,0.306,0.153,1
48,231606,32263,-0.874,6,0.299,0.173,1
56,130466,144390,-0.01,18,0.288,0.181,1
45,92008,270922,0.666,15,0.334,0.167,1
43,87599,318370,1.022,4,0.205,0.215,1
52,118927,165344,-0.061,30,0.082,0.137,1
61,84942,354563,0.761,29,0.413,0.124,1
37,98952,289670,-0.662,23,0.512,0.108,1
61,53031,408418,0.246,25,0.309,0.192,1
33,172145,363765,1.002,17,0.159,0.186,1
41,50893,616227,0.332,25,0.363,0.245,1
66,72512,128755,-0.529,16,0.565,0.273,1
68,94501,45435,-0.279,5,0.025,0.108,1
67,243545,272594,1.016,6,0.156,0.181,1
36,72855,302818,-1.092,26,0.127,0.168,1
63,64509,616237,-0.944,14,0.082,0.088,0
67,68334,475229,0.602,22,0.399,0.148,1
69,206285,863989,-0.439,5,0.53,0.274,1
22,22057,262042,-1.453,14,0.202,0.142,1
58,54513,184300,1.351,3,0.075,0.132,1
70,352642,43127,-1.1,7,0.266,0.177,1
59,120935,197932,-0.199,4,0.391,0.235,0
32,51770,91230,-0.62,7,0.203,0.162,0
59,88133,181453,-0.298,19,0.358,0.188,1
26,93087,157543,-0.885,1,0.247,0.05,1
45,137397,229338,0.714,6,0.403,0.214,1
52,225780,137419,0.111,21,0.457,0.193,1
43,109299,347983,0.984,5,0.469,0.233,0
55,68711,12933,-0.609,17,0.41,0.068,1
33,133400,177973,2.133,27,0.619,0.162,1
51,63477,442693,-1.905,24,0.257,0.238,1
53,53685,807287,-1.585,4,0.255,0.147,1
52,37332,289861,1.753,5,0.218,0.183,1
35,41151,683366,0.474,22,0.238,0.155,1
36,57489,174631,0.341,11,0.571,0.157,1
33,49945,150387,0.431,13,0.295,0.25,1
44,105259,241558,0.571,15,0.432,0.095,1
50,49408,149569,0.3,18,0.168,0.177,1
39,18690,74181,-0.966,14,0.439,0.195,1
41,53402,94341,0.818,1,0.36,0.236,1
35,71085,55130,0.661,3,0.136,0.173,1
31,66492,241332,1.428,1,0.496,0.238,1
53,192399,151546,1.764,8,0.109,0.177,1
61,66224,108460,0.33,25,0.109,0.187,1
35,139808,90073,-1.228,30,0.45,0.185,1
64,89150,236320,1.773,15,0.195,0.219,0
49,88116,302790,-1.018,1,0.322,0.213,1
29,59271,54227,0.338,3,0.106,0.113,1
39,87393,47074,-0.257,25,0.118,0.193,1
21,61391,354141,-0.431,11,0.211,0.212,1
22,97986,43511,0.764,27,0.125,0.268,1
37,79973,245519,0.244,16,0.145,0.119,1
43,56120,642813,0.513,27,0.302,0.212,1
60,147785,644160,-0.816,5,0.529,0.159,1
27,111411,291407,-0.174,26,0.213,0.192,1
62,71936,283883,-0.77,17,0.196,0.116,1
32,96791,1138369,-0.199,14,0.396,0.179,1
27,86306,18351,-0.119,16,0.276,0.199,1
55,58324,98764,1.844,10,0.245,0.122,1
59,93229,321912,-0.259,19,0.138,0.267,1
51,65977,110728,-2.126,24,0.195,0.087,1
26,56112,457802,1.395,25,0.393,0.212,1
26,39982,144780,0.449,30,0.248,0.05,1
40,75227,168883,-0.131,13,0.104,0.165,1
43,119497,117147,-0.437,24,0.446,0.209,1
70,63592,93726,-0.947,27,0.288,0.223,1
35,317400,91674,1.938,1,0.14,0.174,1
30,140141,191461,0.052,15,0.193,0.166,1
68,172772,74703,-1.738,22,0.415,0.214,1
28,133945,353725,0.328,14,0.132,0.237,1
22,227294,270032,1.206,4,0.25,0.263,1
42,60722,403473,0.156,20,0.378,0.103,1
41,25014,54304,-0.902,13,0.275,0.168,1
51,72006,32496,-0.991,19,0.268,0.05,1
64,118976,149436,-0.917,1,0.126,0.098,1
67,97083,2037657,1.522,1,0.327,0.138,1
35,103291,468822,-0.072,19,0.3,0.232,1
70,174211,91070,-1.679,30,0.049,0.151,1
52,108944,219795,0.384,20,0.336,0.163,0
24,134191,288722,0.141,29,0.517,0.198,1
67,56263,43776,-0.449,26,0.531,0.14,1
27,52045,514553,-1.02,9,0.27,0.06,1
50,201717,129018,-1.064,4,0.193,0.135,1
60,94657,138244,1.087,17,0.437,0.173,1
33,65904,153246,0.248,19,0.228,0.208,1
34,65964,420196,0.479,24,0.176,0.168,1
44,65056,76018,0.245,16,0.616,0.207,1
65,63138,32277,0.328,28,0.063,0.235,1
32,47382,200596,-0.468,26,0.495,0.247,1
54,42504,23839,-0.206,18,0.203,0.19,1
43,81639,114393,1.165,17,0.362,0.112,1
26,66910,436515,1.415,1,0.262,0.105,1
56,156552,252603,-1.222,24,0.404,0.111,1
62,104204,383276,-0.208,21,0.247,0.116,1
49,102767,262159,0.839,27,0.217,0.186,1
29,62069,1312825,1.882,3,0.317,0.293,1
28,84715,88342,1.782,5,0.37,0.193,1
42,107804,214638,-0.796,21,0.19,0.175,1
46,128755,101122,1.275,15,0.187,0.238,1
48,85873,354872,0.059,18,0.45,0.13,1
33,154373,141914,1.044,14,0.192,0.243,1
46,90360,704576,0.788,20,0.238,0.238,1
35,133785,93028,-1.264,20,0.405,0.184,1
55,70449,532216,0.55,6,0.387,0.306,1
60,36362,255817,1.006,23,0.499,0.247,1
53,102924,145681,-0.02,15,0.171,0.183,1
21,129344,244407,-0.246,18,0.276,0.171,1
70,119999,189762,-1.572,19,0.311,0.154,0
22,111152,206643,0.684,23,0.438,0.172,1
70,75605,124518,0.209,10,0.09,0.174,1
22,60126,79775,-0.922,1,0.086,0.161,1
46,118590,110949,-0.326,6,0.082,0.167,1
26,111390,32977,0.155,29,0.39,0.108,1
25,67990,320022,-0.559,7,0.395,0.146,1
55,156730,49352,0.003,8,0.273,0.084,1
57,57880,123316,-1.75,26,0.074,0.205,1
26,67225,268775,1.349,8,0.625,0.185,1
69,203980,319288,0.016,14,0.291,0.173,1
37,138948,30370,-1.099,12,0.264,0.233,1
36,75249,138099,-2.46,20,0.392,0.128,1
35,103907,226876,1.029,18,0.24,0.137,1
44,97242,157189,0.558,16,0.179,0.091,1
29,22806,502855,0.211,16,0.131,0.241,1
42,57201,71594,0.864,26,0.396,0.216,1
31,87741,23724,0.861,18,0.255,0.26,0
23,75302,311042,0.194,16,0.354,0.275,1
39,101836,92505,-0.254,27,0.392,0.155,1
54,158309,30813,-0.417,3,0.392,0.137,1
59,76634,130057,0.421,26,0.509,0.072,1
38,53037,454018,1.397,6,0.307,0.114,1
37,105872,48120,-0.103,10,0.339,0.161,0
60,76439,1227864,1.476,1,0.54,0.056,1
55,83244,70566,0.373,18,0.162,0.115,1
62,77783,162219,0.381,25,0.107,0.175,1
66,276090,50070,2.405,12,0.432,0.234,1
62,29355,155724,1.653,20,0.397,0.137,1
67,74117,132988,1.679,12,0.059,0.188,1
41,89834,39255,-0.798,23,0.223,0.292,1
40,60900,1908131,2.192,30,0.264,0.072,1
37,141136,96046,-0.082,22,0.439,0.245,1
32,135157,96122,-0.227,11,0.336,0.203,1
58,87876,358801,-2.159,25,0.136,0.256,1
56,78608,767750,0.326,2,0.496,0.238,1
61,85100,413405,-1.083,30,0.45,0.14,1
29,85406,50885,0.408,26,0.115,0.18,1
45,86541,181845,-1.162,20,0.649,0.092,1
32,81925,27589,1.798,19,0.344,0.149,1
65,102108,337704,0.552,8,0.427,0.182,1
34,131160,34431,2.28,13,0.315,0.198,1
28,48651,72803,-1.023,4,0.321,0.227,1
49,53222,149568,1.549,11,0.37,0.275,1
64,37545,223887,-1.803,18,0.392,0.154,1
66,138796,118604,0.208,11,0.476,0.249,1
25,102000,588638,-0.632,24,0.351,0.196,1
37,115867,287594,-0.448,26,0.29,0.102,1
28,44038,267973,-0.516,17,0.19,0.171,1
36,219705,49609,-0.915,11,0.091,0.187,1
47,66379,692333,-1.26,10,0.419,0.13,1
35,97897,72812,-0.442,17,0.405,0.118,1
24,137965,716532,0.116,22,0.484,0.116,1
46,54944,925756,1.164,4,0.578,0.147,1
23,68487,237942,0.295,14,0.214,0.128,1
32,98435,379725,1.167,14,0.065,0.254,1
21,375608,9356,-1.478,9,0.195,0.05,1
25,104624,125855,-0.433,8,0.168,0.187,1
42,200937,404473,0.711,26,0.542,0.212,1
63,164457,344707,0.343,13,0.251,0.122,0
59,108182,50043,-0.861,18,0.79,0.166,1
25,54883,115156,0.934,2,0.304,0.159,1
22,152885,15301,-0.531,9,0.378,0.175,1
37,42553,217528,-0.777,7,0.437,0.22,1
53,200386,27540,0.487,10,0.047,0.214,1
58,99466,414912,0.006,26,0.015,0.144,1
62,23920,434888,-0.523,18,0.149,0.09,1
38,75911,97876,-0.557,28,0.361,0.19,1
29,124809,239795,-1.07,13,0.232,0.141,1
22,79942,123377,-0.396,24,0.194,0.148,1
28,128678,186485,1.1,5,0.476,0.193,1
24,58839,53416,0.245,25,0.178,0.154,1
64,46844,262665,0.959,19,0.062,0.198,0
34,86842,34246,0.516,2,0.226,0.331,1
62,91432,28896,-0.612,21,0.133,0.221,1
48,75612,134411,-1.649,15,0.315,0.261,1
47,166244,124029,-0.927,1,0.138,0.211,1
43,58833,191657,-0.671,26,0.5,0.185,1
61,105256,83603,-0.749,17,0.452,0.212,0
23,93111,818733,0.981,19,0.128,0.209,1
25,41324,173327,0.971,18,0.089,0.232,1
42,46539,184977,2.212,3,0.339,0.184,1
40,90538,179136,-0.764,10,0.1,0.102,1
48,242356,369908,1.597,22,0.293,0.092,1
57,120235,251905,1.591,11,0.075,0.208,1
50,37977,223286,-0.232,27,0.339,0.112,1
33,19002,290912,0.474,10,0.515,0.221,1
37,129844,29034,1.241,14,0.273,0.26,1
58,85773,30038,-0.059,14,0.114,0.167,0
31,159245,140076,-0.136,1,0.083,0.253,0
46,57942,125553,-0.627,25,0.333,0.196,1
47,107224,252766,-2.36,5,0.054,0.182,1
58,137400,152727,0.07,15,0.191,0.184,1
56,71958,253234,-0.71,28,0.072,0.13,1
